,通道_00,通道_01,通道_02,通道_03,通道_04,通道_10,通道_11,通道_12,通道_13,通道_14,通道_20,通道_21,通道_22,通道_23,通道_24,通道_30,通道_31,通道_32,通道_33,通道_34,通道_40,通道_41,通道_42,通道_43,通道_44
第 1 分钟内,9.474312273051904,6.0321353551852885,1.4508782286601225,7.862390442716954,4.976270688644402,13.243802532292264,12.097462924197934,9.456885423471837,6.009740962177474,9.196721367538933,11.542551305357664,9.27369559273393,8.450842748627004,19.100183935105917,14.330263701822824,9.387756868315469,8.67387637048241,11.551706168288064,6.581223995659459,13.483006051030197,11.55531562198904,9.394291389629991,7.672199406961891,5.9540608145646186,8.131871300415192
第 2 分钟内,0.9883672046229648,5.725197425132146,6.437848083615655,5.969109158901832,6.5164243510146145,3.368130823326603,1.533792014368988,1.2927057419133294,3.5019386850943004,2.7090474799866304,1.4057944171062,3.5478954292491185,0.9284540914167886,2.4454406102740767,1.5735763179165512,2.0482250874083743,1.6877256685454836,1.78706913898879,4.148695772418344,4.37343861703921,3.344505609350792,2.8642911161669833,3.9349423351241706,3.279522080700775,1.604976300403201
第 3 分钟内,0.9822804414573888,2.3901215582131736,1.5563082291676464,0.523190889783783,0.0,2.2043295119918467,1.3332513699212891,0.5990627959444671,1.682438199861274,1.6002045920168855,0.5675961961691055,1.3406181084336022,0.11901371995826228,2.029615774120976,3.113263752047664,0.7313267588925685,0.0,2.4249601530379006,0.4200322498368638,1.7755997965059607,2.37431409572369,1.1298664680454735,1.1667754335876084,1.2700337620363484,1.5237690255019558
第 4 分钟内,0.331224440399947,0.46151458882235974,0.0,2.6516204057790946,1.9232468021045324,2.0055999193811043,2.0618754602818568,2.974203857672644,1.6460589225516642,0.19696214668783377,0.9898518756376746,0.6339923145378703,0.8366445007614225,2.7571404209960955,0.0647911831356631,0.7654679077861427,1.7570653180736202,1.5779745081185306,0.8631950210800989,5.007821609873496,0.7934417763700935,0.8102293370293742,1.792955820057042,1.862746170916916,2.1658023140414153
第 5 分钟内,1.1563452635696236,1.1671943085752878,1.211988417405757,0.0,0.31470475577080526,0.0,1.4688420068565493,0.7800422745527805,2.9531692904622653,4.672779984785171,1.6725861226725536,0.7781134905572701,2.029495664560775,0.0,2.2129205869418094,0.5905651977508457,1.7574249479080077,0.6368920796768213,1.5065763665020757,0.0,1.2933831232284057,1.026371029135629,0.0,1.1667939602826947,0.551906036633955
第 6 分钟内,0.1772028525917988,2.162524357088633,0.19600129803687052,0.0,1.3398967015438568,0.0,1.4672218502296703,0.5120249686002615,0.16600121248184646,1.1665907745009925,0.022363297520428326,0.46452050523242416,1.4564322232164448,1.6587740667556232,3.596937134215355,0.5857606516694226,0.2998972519368944,0.042651642091025795,0.0,0.0,1.370397422033355,0.414965693838903,0.45816097388954746,0.7196884650341374,0.8561486432339928
第 7 分钟内,1.3407917960313211,0.0,0.3335441550307705,0.0,0.37468882721247954,0.9064749905779937,0.6889608609347054,2.3410326779143777,0.6237382981882472,0.5959753988730904,0.9190075212949064,1.1110006285425547,0.3683894002947228,0.0,0.0,0.12950078392573808,0.8857365690654184,0.5737970443113859,0.5945508671289153,1.5771371165717676,0.6431708740754231,0.6704143994578817,0.8677134970224333,1.1091537814543906,0.37044983688552297
第 8 分钟内,0.0,0.08461129284128803,0.0,0.5731108385419839,1.8133509393908238,0.2684756605089805,0.6200772626061963,0.46631813751128154,1.1358168673686564,0.0,0.5340569657636687,0.22370562943407737,1.030474105450908,0.0,0.0,0.3711021923987385,0.647403888895464,0.0,0.37944514199636303,2.433516071471208,0.18826514766093913,0.4285250227620988,0.5312032811807459,0.0,0.5042904204720638
第 9 分钟内,1.0410073037337755,1.1114693595974632,1.1245471576065007,0.07182517855061377,0.21956664411771518,1.8461545225411078,0.09303987898189181,0.9799953498029819,0.0,1.2431985416032048,0.7742834495792207,0.0,0.29437095200909164,1.6338551143873583,0.0,0.0,0.3452831432026393,1.0429959069487884,0.22378259109444268,1.1157329829741163,0.20229021150763174,0.2059423917303161,0.0,0.8747444359267149,0.2615810204934219
第 10 分钟内,0.9599500488163628,0.6624517999023385,0.32065649075370506,0.6638368325683026,1.0335381469393552,0.0,1.2633833188348245,0.3189259975261539,0.699469955691213,0.7426918577076375,0.0,1.374426460316085,0.0,0.988142560620176,0.2960708833238876,0.30980529716582234,0.13178201741130685,0.48864740999624506,0.4082025755929315,0.0,0.4455925508794648,0.704368372615321,0.16394622486180996,0.8272450386770318,0.47584105048414027
第 11 分钟内,0.594502604705932,0.07037561566180779,1.8549339782449972,1.013592310093071,1.6136463781972772,0.0,0.14805329740932274,0.5589897589066122,0.0,0.06200571589139661,0.24892742851160785,0.5718750431610344,0.11484456437709431,0.786744302426697,1.3778225459052653,0.41805623505420986,0.0,0.22761431450397202,0.0,0.577491592706673,0.1853874070688292,0.0,0.0,0.0,0.16033247029568698
第 12 分钟内,0.755964629505593,0.9729586320244507,0.0,0.0,0.3353382728676188,1.1744343313173753,0.0,0.7484893298921911,0.30005601747485294,0.30796294140224106,0.08474227221743477,0.28024100699486637,0.2272530561159726,0.0,0.9059301136005511,0.31779042388739415,0.9183257737309571,0.05428628413180938,0.12985747160196903,0.17903389837890005,0.4195898100287701,0.4485165724280664,0.29094319758841586,1.3358954096864706,0.33482785475533794
